Date,Momentum_excess_momentum,Momentum_excess_volatility,Momentum_excess_kurtosis,Momentum_excess_skewness,Value_excess_momentum,Value_excess_volatility,Value_excess_kurtosis,Value_excess_skewness,Quality_excess_momentum,Quality_excess_volatility,Quality_excess_kurtosis,Quality_excess_skewness,Momentum_relative_volatility,Momentum_relative_kurtosis,Momentum_relative_skewness,Value_relative_volatility,Value_relative_kurtosis,Value_relative_skewness,Quality_relative_volatility,Quality_relative_kurtosis,Quality_relative_skewness,Momentum_momentum_1M,Momentum_momentum_3M,Momentum_momentum_6M,Momentum_momentum_12M,Momentum_momentum_24M,Value_momentum_1M,Value_momentum_3M,Value_momentum_6M,Value_momentum_12M,Value_momentum_24M,Quality_momentum_1M,Quality_momentum_3M,Quality_momentum_6M,Quality_momentum_12M,Quality_momentum_24M
2004-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-01,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,0.01,,,,,,,,,
2004-04-01,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,,,,0.01,0.03,,,,,,,,
2004-05-01,,,,,,,,,,,,,,,,,,,,,,-0.02,-0.01,,,,0.01,0.02,,,,,,,,
2004-06-01,,,,,,,,,,,,,,,,,,,,,,0,-0.02,,,,0,0.02,,,,,,,,
2004-07-01,0,0.018973666,-1.777777778,0,0.03,0.018708287,0.142040816,-1.204539519,,,,,0.661437828,2.190915076,-0.758019072,0.197642354,-6.606451613,-2.089143435,,,,0,0.01,0.02,,,0.01,0.02,0.05,,,,,,,
2004-08-01,0.08,0.028047579,-0.565354783,0.520755644,0.11,0.017224014,0.076505492,1.048087791,,,,,2.6179493,-0.448121972,-2.56374093,1.847872871,-0.96978438,-3.367771877,,,,0.01,0.08,0.07,,,0.01,0.08,0.1,,,,,,,
2004-09-01,0.06,0.029664794,-0.70661157,0.704978539,0.1,0.018618987,-0.221893491,0.935323106,,,,,1.091320958,-2.900930952,0.367318274,0.93417292,-2.349296951,0.571773906,,,,0.07,0.15,0.13,,,0.06,0.15,0.17,,,,,,,
2004-10-01,0.07,0.02786874,-0.561771261,0.845753786,0.08,0.021602469,-0.607346939,0.705100121,,,,,0.852802865,1.420648286,0.179687426,0.8238003,1.224324105,0.436396338,,,,0.07,0.19,0.2,,,0.08,0.19,0.21,,,,,,,
2004-11-01,0.15,0.045934736,-0.970732913,0.759514751,0.12,0.028982753,-1.469387755,0.431959398,,,,,1.286231291,0.853165138,0.338939319,0.929528194,1.297406245,-0.589505196,,,,0.05,0.24,0.32,,,0.05,0.21,0.29,,,,,,,
2004-12-01,0.11,0.05419102,-1.035581535,0.347539727,0.07,0.04070217,-1.048067074,-0.248378412,,,,,0.906049421,0.302873471,-25.41008645,0.653115117,0.503932335,36.79210679,,,,0.12,0.21,0.36,,,0.08,0.17,0.32,,,,,,,
2005-01-01,0.06,0.057619441,-1.090434025,0.639068913,0.03,0.042308392,-1.288911083,0.208292469,,,,,1.199037101,0.292165554,0.920591932,0.802730901,0.498182765,-4.307805528,,,,0.04,0.16,0.35,0.37,,0.04,0.13,0.32,0.37,,,,,,
2005-02-01,0.03,0.053572381,-0.302079666,0.936188158,0.02,0.040331956,-1.137194303,0.215207921,,,,,1.202833534,0.206051003,4.059840271,0.797030965,0.535336777,-2.747872388,,,,0,0.08,0.32,0.39,,0.01,0.1,0.31,0.41,,,,,,
2005-03-01,-0.05,0.066458007,-0.691757067,0.522903158,-0.07,0.055647701,-1.164924957,-0.040119431,,,,,1.819763298,0.533195134,0.466329785,1.41557273,0.448601169,-1.634615768,,,,0.04,0,0.21,0.34,,0.05,0.02,0.19,0.36,,,,,,
2005-04-01,-0.05,0.066458007,-0.691757067,0.522903158,-0.08,0.05573748,-1.175486747,0.05763947,,,,,1.571320343,1.118666836,1.66267389,1.316561177,2.373127028,-0.294300329,,,,-0.04,-0.03,0.13,0.33,,-0.04,-0.03,0.1,0.31,,,,,,
2005-05-01,-0.02,0.076594169,-0.357520661,0.797441438,-0.05,0.064316924,-0.945468453,0.365252209,,,,,1.040833,1.103746123,1.296353737,0.900561994,1.498504198,-2.136590098,,,,-0.03,0.02,0.1,0.42,,-0.04,-0.03,0.07,0.36,,,,,,
2005-06-01,-0.03,0.077910205,-0.424487514,0.790808089,-0.04,0.063140056,-0.862003781,0.334610312,,,,,1.080253546,0.741547897,14.94470446,0.958673901,1.330392995,-12.8090328,,,,0.09,0.08,0.08,0.44,,0.05,0.05,0.07,0.39,,,,,,
2005-07-01,0.05,0.079603183,-0.981110471,0.263837115,0.04,0.068019605,-1.316911527,-0.178530161,,,,,1.220952549,1.244933647,-3.110103756,1.196538008,1.137498442,-11.2578701,,,,0.02,0.19,0.16,0.51,,0.04,0.18,0.15,0.47,,,,,,
2005-08-01,-0.03,0.08191459,-0.831807854,0.699542266,-0.07,0.071949056,-1.360214677,0.421432318,,,,,1.066170132,1.028862091,-4.68E-16,1.026345661,0.927365622,-0.054811952,,,,0.08,0.13,0.15,0.47,,0.09,0.14,0.11,0.42,,,,,,
2005-09-01,0.13,0.074408781,-1.311214783,0.245986885,0.08,0.065012819,-1.635283464,-0.090538231,,,,,0.974714049,0.782052136,8.980671839,0.964274111,0.561451081,9.853848038,,,,0.03,0.2,0.28,0.49,,0.01,0.18,0.23,0.42,,,,,,
2005-10-01,0.01,0.097245394,-1.334406899,-0.026073973,-0.02,0.085009803,-1.552940456,-0.218413905,,,,,1.032065683,1.090685733,0.943044317,0.893237001,1.188058023,0.641750688,,,,0.09,0.08,0.27,0.4,,0.08,0.06,0.24,0.34,,,,,,
2005-11-01,-0.06,0.081731267,-1.418193553,-0.339489454,-0.06,0.077459667,-1.5256,-0.316783838,,,,,1,0.722643554,0.636363636,0.962777565,1.119014278,0.152799062,,,,-0.04,0.08,0.21,0.31,,-0.03,0.07,0.21,0.28,,,,,,
2005-12-01,0.05,0.080601902,-0.694858449,-0.97425209,0.04,0.080415587,-1.164774152,-0.820052994,,,,,1.128926714,0.633976885,4.508660331,1.155709451,1.575490289,1.813053229,,,,0.03,0.07,0.27,0.35,,0.02,0.08,0.26,0.33,,,,,,
2006-01-01,0.02,0.07840068,-0.719364204,-0.880877039,-0.02,0.076070143,-1.241977957,-0.609420423,,,,,1.130667542,0.727954957,1.104116478,1.041742421,1.313661943,0.617389528,,,,0.08,0.22,0.3,0.46,0.83,0.09,0.2,0.26,0.41,0.78,,,,,
2006-02-01,-0.05,0.091960136,-1.502288324,-0.612026855,-0.04,0.079916623,-1.452399528,-0.540662902,,,,,1.278350071,1.355477818,0.530135955,1.039281872,1.356488441,0.512918409,,,,0.11,0.16,0.24,0.39,0.78,0.09,0.18,0.25,0.36,0.77,,,,,
2006-03-01,-0.02,0.097707045,-1.469558534,-0.492879161,-0.02,0.083586283,-1.455749956,-0.470616355,,,,,1.100635709,0.925513862,0.812488692,0.873916798,0.877170753,0.539351685,,,,-0.03,0.16,0.23,0.51,0.85,0,0.15,0.23,0.46,0.82,,,,,
2006-04-01,0.06,0.080993827,-0.919765021,-0.616049284,0.05,0.067354782,-1.348778101,-0.409801707,,,,,0.950440513,0.669080979,1.170261478,0.721205997,1.02121457,-0.323549426,,,,0.08,0.07,0.29,0.56,0.89,0.06,0.08,0.28,0.52,0.83,,,,,
2006-05-01,-0.07,0.082320512,-1.314953053,0.052015189,-0.1,0.076070143,-1.56421882,0.173424905,,,,,1.457968878,1.559164683,0.355360695,1.433755661,0.805630022,1.276885189,,,,0.02,0.06,0.22,0.43,0.85,0.02,0.01,0.19,0.4,0.76,,,,,
2006-06-01,-0.04,0.087559504,-1.485259735,0.030171129,-0.14,0.069474216,-1.221437075,0.281959265,,,,,1.051000719,0.895908619,-0.229742947,1.012474495,0.656479235,0.215980157,,,,-0.04,0.02,0.18,0.45,0.89,-0.07,-0.07,0.08,0.34,0.73,,,,,
2006-07-01,-0.1,0.087330789,-1.365158443,0.390270637,-0.16,0.06860515,-1.055268881,0.444041173,,,,,0.931234597,0.898962646,3.65328E+15,0.860062693,0.340473041,-1.78359E+15,,,,0.04,-0.02,0.05,0.35,0.86,-0.02,-0.09,-0.01,0.25,0.72,,,,,
2006-08-01,0.08,0.074744008,-1.821042259,0.033812475,-0.01,0.068239773,-1.248726564,-0.193431306,,,,,1.130959667,1.265082766,-0.525819681,1.209546243,0.910832296,-1.26849036,,,,-0.02,0.07,0.13,0.37,0.84,0,0.03,0.04,0.29,0.71,,,,,
2006-09-01,-0.04,0.061860057,-1.409365174,0.529813492,-0.12,0.055497748,-0.841963232,0.046142067,,,,,0.889756521,1.192069024,1.822782211,1.036822068,0.483841891,2.093457213,,,,0.05,0.06,0.08,0.31,0.8,0.05,0.07,-1.73E-17,0.23,0.65,,,,,
2006-10-01,0.04,0.059217115,-1.495120647,-0.013129688,-0.01,0.06145459,-0.923639604,-0.472508822,,,,,1.213314117,1.683712027,1.190441372,1.659547637,1.187043976,0.342005963,,,,0.03,0.13,0.11,0.4,0.8,0.02,0.15,0.06,0.34,0.68,,,,,
2006-11-01,0.09,0.048887626,-1.56499361,0.219386363,0.07,0.041190614,-1.670651264,0.283884007,,,,,0.743535829,-0.411067774,2.736823691,1.014795693,0.950388693,-0.434146675,,,,0.05,0.11,0.18,0.4,0.71,0.08,0.13,0.16,0.35,0.63,,,,,
2006-12-01,0.04,0.038815804,-1.473568799,0.140691882,0.08,0.041793141,-1.776120273,0.15740012,,,,,1.330483497,0.173198072,1.397172139,1.321113778,1.656766393,0.054211241,,,,0.03,0.15,0.21,0.39,0.74,0.03,0.18,0.25,0.33,0.66,,,,,
2007-01-01,0.06,0.034641016,-1.5,0.316227766,0.08,0.041793141,-1.776120273,0.15740012,,,,,0.585904072,1.469121691,-0.621484731,0.894983254,2.596805719,-0.241100599,,,,0.07,0.14,0.27,0.32,0.78,0.07,0.14,0.29,0.28,0.69,,,,,
2007-02-01,-0.01,0.024832774,-1.513805698,0.635861295,0.01,0.035449495,-0.919741925,0.824041924,,,,,1.215287241,0.569801942,-2.256411002,1.754116039,1.227385943,-1.68603441,,,,0.04,0.13,0.24,0.37,0.76,0.04,0.13,0.26,0.3,0.66,,,,,
2007-03-01,0.07,0.033115958,-1.420552286,0.311016998,0.07,0.033115958,-1.420552286,0.311016998,,,,,1.104104895,1.140862542,-6.8222E+13,1.249761882,1.024165153,-7.72811E+14,,,,0.02,0.13,0.28,0.36,0.87,0.02,0.1,0.28,0.28,0.74,0.03,,,,
2007-04-01,0.03,0.032710854,-0.814918333,0.901379018,0.02,0.023380904,-1.684711481,0.179028459,,,,,1.064304168,1.64971744,-0.063112142,1.068453518,1.609032865,-0.481214863,,,,0.07,0.14,0.28,0.39,0.95,0.04,0.13,0.27,0.33,0.85,0.05,0.13,,,
2007-05-01,-0.01,0.041673333,-0.838082677,0.182979445,-0.02,0.034448028,-0.802928923,-0.5919314,,,,,1.596456253,1.033021447,0.937666117,1.576935529,1.05559358,0.692963511,,,,0.05,0.11,0.24,0.42,0.85,0.07,0.1,0.23,0.39,0.79,0.05,0.1,,,
2007-06-01,-0.06,0.038987177,0.145429363,0.798562639,-0.07,0.03060501,-0.619673003,-0.241167539,,,,,1.354924683,0.900934389,0.402026367,1.30822123,0.801383806,0.140608503,,,,-0.01,0.02,0.15,0.36,0.81,-0.01,0.04,0.14,0.39,0.73,0,0.04,,,
2007-07-01,-0.01,0.041673333,-0.838082677,0.182979445,-0.03,0.032710854,-0.663988121,-0.676034263,-0.01,0.03060501,-0.619673003,-0.241167539,1.131874017,0.93900051,-9.309781692,1.106435397,0.769622994,-15.20859295,0.876745843,1.283466305,-4.006292161,-0.02,-0.02,0.12,0.39,0.74,-0.02,-0.03,0.1,0.39,0.64,-0.01,-0.01,0.12,,
2007-08-01,0.01,0.041673333,-0.85718075,-0.07399904,2.78E-17,0.034058773,-0.456599287,-0.998173739,0.01,0.031885211,-0.78295082,-0.48961851,1.11045401,0.913032263,1.096804846,1.078036253,0.769411817,1.227050184,0.840286309,1.173504045,0.804995241,0.01,1.73E-18,0.11,0.35,0.72,0,3.47E-18,0.1,0.36,0.65,0,0.01,0.11,,
2007-09-01,-0.03,0.032710854,-0.663988121,-0.676034263,-0.04,0.030767949,-0.533227534,-0.839104778,-0.02,0.026583203,-0.418654325,-0.868222433,0.815806681,0.784523178,0.635689687,1.026671347,-0.072740007,2.792903308,0.687730305,0.452494127,1.674802401,0.01,0.05,0.07,0.35,0.66,0.02,0.02,0.06,0.34,0.57,0.02,0.04,0.08,,
2007-10-01,0.03,0.039370039,-0.723995838,-0.64624259,-0.01,0.036009258,-0.837226822,-0.528135104,0.03,0.031464265,-0.354453627,-0.844012877,1.433197144,0.266533449,2.312080544,1.298647946,-0.107533439,2.982558944,1.157817145,-0.080800124,2.888904449,0.03,0.12,0.1,0.38,0.78,0,0.09,0.06,0.33,0.67,0.02,0.11,0.1,,
2007-11-01,-0.01,0.053447794,-0.000743414,-1.112869349,-0.09,0.06503845,0.437704341,-1.354610324,-0.04,0.057850382,0.660179997,-1.484186999,1.249915822,1.503293405,0.778586915,1.463357148,1.181125804,0,1.261979632,1.328826393,0.134524708,0.08,0.08,0.08,0.32,0.72,0.07,0,-1.39E-17,0.23,0.58,0.07,0.04,0.05,,
2007-12-01,0.01,0.052694086,0.519273256,-1.360295847,-0.07,0.065243135,0.714045068,-1.507217145,-0.03,0.057879185,0.845854311,-1.576259132,1.133734332,0.921513928,0.938648586,1.295875353,0.830904517,0.126872563,1.164500153,1.179012827,0.345413984,-0.03,0.02,0.07,0.22,0.61,-0.07,-0.03,-0.01,0.13,0.46,-0.05,-0.01,0.03,,
2008-01-01,-0.04,0.051251016,0.019789224,-0.992033798,-0.17,0.068239773,-0.890130144,-0.737337157,-0.09,0.057879185,-0.154992203,-1.067788444,1.254500096,1.017970719,1.183479766,1.670010307,1.071171085,-0.393075658,1.361803289,1.29635757,0.258900231,-0.03,-0.12,-2.08E-17,0.12,0.44,-0.03,-0.22,-0.13,-0.03,0.25,-0.03,-0.16,-0.05,0.07,
2008-02-01,0.15,0.099548983,-0.099431717,0.736196367,-0.03,0.103101891,-0.644338031,0.340036107,0.07,0.099280747,-0.254833541,0.530732462,1.438207587,1.095048662,1.957149723,1.574511814,1.120473135,-0.079703566,1.431140186,1.166262601,1.206823069,-0.06,0.04,0.12,0.23,0.6,-0.12,-0.06,-0.06,0.04,0.34,-0.08,1.39E-17,0.04,0.15,
2008-03-01,-0.01,0.120402104,-0.577846938,0.594400458,-0.17,0.119065808,-1.014987664,0.479017273,-0.09,0.119289564,-0.737172513,0.509941431,1.088337832,0.802095497,2.974659615,1.163314904,0.939031971,0.942663381,1.075755469,0.885354733,2.465725397,0.13,0.04,0.06,0.13,0.49,0.09,-0.07,-0.1,-0.04,0.24,0.11,-0.01,-0.02,0.06,
2008-04-01,0.03,0.124859922,-0.963767254,0.428483717,-0.15,0.121614144,-1.187324367,0.404517424,-0.05,0.124002688,-1.09349016,0.356489617,1.024421634,0.616472048,1.3556424,1.043547522,0.745943074,0.483937926,1.008859894,0.761824411,1.115400934,-0.03,0.16,0.04,0.14,0.53,-0.04,0.08,-0.14,-0.08,0.25,-0.04,0.12,-0.04,0.06,
2008-05-01,0.14,0.113959057,-0.567399196,0.200805725,-0.07,0.110347935,-0.914689141,0.383083258,0.06,0.11171392,-0.65625,0.161230092,1.088765509,1.939049899,0.443304721,1.066554262,0.993898203,0.05144523,1.048953741,1.843854352,0.297098162,0.06,0.08,0.12,0.2,0.62,0.03,-0.03,-0.09,-0.09,0.3,0.05,0.04,0.04,0.09,
2008-06-01,0.06,0.121655251,-0.899737034,0.394251229,-0.18,0.116961532,-0.9170514,0.71147659,-0.04,0.120609563,-0.992780696,0.41963539,1.141788501,1.277052262,0.883739798,1.145811257,0.994342022,0.623775708,1.143130993,1.342314798,0.684544747,0.05,0.06,0.1,0.17,0.53,-0.02,-0.07,-0.14,-0.15,0.24,0.03,0.01,-1.39E-17,0.03,
2008-07-01,0.02,0.124686273,-0.975552313,0.506390774,4.16E-17,0.124418648,-1.563848326,0.044363805,0.05,0.121229809,-1.150855837,0.031042606,1.306391166,0.906179678,-0.35339112,0.850375077,0.87364013,0.300236805,0.928562374,0.932523774,0.874761318,-0.05,-0.13,0.03,0.03,0.42,-0.08,-0.07,0.01,-0.12,0.27,-0.07,-0.06,0.06,0.01,
2008-08-01,-0.1,0.092231593,-1.446934484,-0.021098321,-0.07,0.108704492,-1.704297875,-0.153428533,-0.07,0.094109865,-1.352316808,-0.51612912,1.078935848,0.860313852,-1.421637296,0.71201103,1.169377143,-1.106048501,0.667398865,1.180409811,-0.330959607,-0.13,-0.15,-0.07,0.05,0.4,0.03,-0.01,-0.04,-0.1,0.26,-0.02,-0.08,-0.04,-1.21E-17,
2008-09-01,-0.08,0.087101473,-1.565006286,0.105284352,4.16E-17,0.093594872,-1.814974667,-0.030462764,-0.01,0.078336879,-1.595033873,-0.329756755,1.856416169,1.064583858,2.254651818,1.190180207,1.038188348,3.445123742,1.183914225,0.953907145,1.938271081,0.03,-0.21,-0.15,-0.09,0.26,0.04,0,-0.07,-0.17,0.17,0.01,-0.09,-0.08,-0.1,
2008-10-01,-0.14,0.075542483,-1.35820814,0.080071983,-0.07,0.088863191,-1.525601635,0.331087535,-0.1,0.067428975,-1.473877934,-0.161188656,1.263965807,0.895042105,-1.960298488,1.064175794,0.967146721,-0.930265767,0.953082648,0.935306788,-0.377695906,-0.11,-0.15,-0.28,-0.24,0.14,-0.07,-0.14,-0.21,-0.35,-0.02,-0.08,-0.18,-0.24,-0.28,
2008-11-01,-0.05,0.090866202,-1.627817585,0.034620665,0.12,0.101192885,-1.631744385,-0.219466399,0.05,0.09325592,-1.280003867,0.071437431,0.985380019,0.755782498,0.989413288,1.075780354,1.238470861,-0.248612657,0.883154883,1.108566844,-0.08961369,-0.07,-0.2,-0.35,-0.23,0.09,-0.11,-0.17,-0.18,-0.27,-0.04,-0.11,-0.17,-0.25,-0.21,
2008-12-01,0.07,0.084950966,-1.108927777,-0.576593398,0.27,0.078676553,-1.003489395,-0.561434673,0.18,0.076681158,-0.519783424,-0.206997085,1.351668942,1.048670264,0.450547285,1.204993331,0.818468537,-4.935091122,1.089724736,0.90221375,-3.370898796,-0.02,-0.04,-0.25,-0.15,0.07,0.01,-0.05,-0.05,-0.19,-0.06,0.02,-0.05,-0.14,-0.14,
2009-01-01,0.1,0.080663912,-0.629039573,-0.754062582,0.08,0.089591666,-1.470795024,0.039132095,0.06,0.085556999,-1.059930126,0.283360308,0.960768923,0.748273875,1.270195371,1.039359206,0.999998993,0.309070346,0.948507012,0.918828677,0.997251143,0.05,0.03,-0.12,-0.09,0.03,0.05,-6.94E-18,-0.14,-0.13,-0.16,0.04,0.02,-0.16,-0.1,-0.03
2009-02-01,-2.08E-17,0.075099933,-0.64825713,-0.347593171,-0.08,0.085945719,-0.823671624,0.74802843,-0.04,0.083586283,-0.393748907,0.875788274,0.916223162,0.679391971,-0.916137965,1.064790714,0.779382094,-1.599623617,0.974593647,0.934734171,-1.241228687,0,-0.02,-0.22,-0.29,-0.06,-0.06,-0.13,-0.3,-0.34,-0.3,-0.04,-0.09,-0.26,-0.3,-0.15
2009-03-01,0.29,0.075740786,-0.915571768,0.571015768,0.2,0.113959057,-1.281194001,0.366016463,0.24,0.103537433,-1.329499889,0.474923942,1.000440044,0.928736191,0.590574487,1.496474731,0.945671536,0.599026219,1.314866244,0.902517681,0.30983252,-0.07,0.01,-0.03,-0.18,-0.05,-0.12,-0.07,-0.12,-0.19,-0.23,-0.09,-0.03,-0.08,-0.16,-0.1
2009-04-01,0.14,0.102891529,-1.00628454,0.086978534,0.15,0.119457105,-1.387635299,0.453433116,0.18,0.111892806,-1.429431759,0.482312475,0.62621706,0.876880991,0.36715773,0.983935633,0.944322013,-1.39669323,0.78936347,0.824127113,-1.154483888,0.08,-5.20E-18,0.03,-0.25,-0.11,0.11,0.04,0.04,-0.17,-0.25,0.1,0.05,0.07,-0.17,-0.11
2009-05-01,0.11,0.099079093,-0.732961568,0.184809261,0.09,0.111130554,-0.818629383,0.689610601,0.1,0.10033278,-0.562122714,0.82592067,0.884412295,1.486403742,-3.453803641,1.305200774,1.467151675,-6.261180221,1.051558806,1.446811375,-5.258064093,-0.01,0.16,0.14,-0.21,-0.01,0.05,0.25,0.12,-0.06,-0.15,0.04,0.22,0.13,-0.12,-0.03
2009-06-01,-0.04,0.110754985,-0.945645085,0.546748254,-0.04,0.117756812,-0.529387944,1.035063897,-0.02,0.108750479,-0.407448692,1.054013553,0.796460313,0.97529328,-0.929359333,1.151417289,0.972901001,1.693059362,0.935895441,0.97091786,1.145275638,0.09,0.06,0.07,-0.18,-0.01,0.09,0.14,0.07,0.02,-0.13,0.08,0.12,0.09,-0.05,-0.02
2009-07-01,0.09,0.117770964,-1.4825491,0.006437944,0.16,0.117756812,-1.398100962,0.365693755,0.15,0.110045445,-1.284030709,0.37877986,0.882364734,1.148072105,-4.204671241,1.120659417,0.162092522,-17.08496371,0.925904461,0.350113605,-14.7096212,-0.02,0.16,0.16,0.04,0.07,0,0.19,0.23,0.09,-0.03,0,0.17,0.22,0.06,0.07
2009-08-01,0.07,0.119233664,-1.542132986,0.082144306,0.21,0.111130554,-1.254814208,0.316071526,0.12,0.114192819,-1.367891151,0.397253741,0.651260221,1.614647441,0.779608158,0.526778673,0.555616172,1.333268029,0.531574935,1.644383438,0.324375869,0.09,0.12,0.28,0.06,0.11,0.1,0.17,0.42,0.12,0.02,0.09,0.11,0.33,0.07,0.07
2009-09-01,-0.14,0.090921211,-1.41557232,0.328089186,-0.02,0.077373553,-1.250827129,0.46993215,-0.1,0.07840068,-1.31698985,0.608501251,1.061012961,1.192207029,-0.662298287,0.875481048,1.038347778,0.928746419,0.792932857,1.032988852,-1.450633673,0.05,0.14,0.2,0.17,0.08,0.07,0.18,0.32,0.2,0.03,0.02,0.12,0.24,0.16,0.06
2009-10-01,0.03,0.080684571,-1.377519166,-0.200212124,0.08,0.073393914,-1.205874424,-0.06514538,0.01,0.076267075,-1.544206041,0.017559689,1.043853884,0.889855665,-1.151500517,0.95689157,1.028078865,-0.41411144,0.859149046,0.97097885,1.412898787,0,0.1,0.26,0.29,0.05,0.01,0.12,0.31,0.35,1.39E-17,0.01,0.07,0.24,0.31,0.03
2009-11-01,,,,,-0.05,0.072502874,-0.799277342,0.618283716,-0.09,0.0717635,-0.961425205,0.640226329,,,,1.066590211,0.849430849,7.652838278,0.808214705,0.045380749,26.00429619,0.05,,,,,0.04,0.03,0.2,0.32,0.05,0.04,0.05,0.16,0.29,0.08
2009-12-01,,,,,0.08,0.061860057,-1.000279231,0.396537427,0.04,0.063770422,-1.266498253,0.241242249,,,,1.123246297,1.258131868,-5.57E-16,0.848307826,0.387264405,1.245547745,,,,,,-0.02,0.06,0.24,0.31,0.12,0,0.08,0.2,0.29,0.15
2010-01-01,,,,,-0.09,0.045497253,-1.512707414,0.341965612,-0.12,0.048579831,-1.496121804,0.447165688,,,,1.090499514,2.194873361,0.114240422,0.703914409,1.815473823,-0.530941502,0.05,,,,,0.04,-1.04E-17,0.12,0.35,0.22,0.04,0.02,0.09,0.31,0.21
2010-02-01,,,,,-0.02,0.052408651,-1.846121218,-0.104171732,-0.01,0.04665476,-1.813399811,-0.130643174,,,,0.920186554,1.186983225,0.438994741,0.79268688,0.903289326,0.061236497,-0.03,0.03,,,,-0.02,0.04,0.07,0.49,0.15,-0.02,0.03,0.08,0.41,0.11
2010-03-01,,,,,0.07,0.056005952,-1.495776872,-0.650318502,0.06,0.046904158,-1.338842975,-0.764344418,,,,1.341985814,1.258353886,0.670456365,1.027402334,1.322641785,2.305251774,0.01,0.06,,,,0.02,0.07,0.13,0.45,0.26,0.01,0.04,0.12,0.36,0.2
2010-04-01,,,,,-0.03,0.060580525,-1.956640854,0.032518871,-0.04,0.051639778,-1.932,-0.056568542,,,,0.987991559,1.067154767,-2.780799189,0.730175663,1.139455489,-1.261011403,0.08,0.09,,,,0.07,0.1,0.1,0.41,0.24,0.05,0.07,0.09,0.33,0.16
2010-05-01,-0.04,0.0665332,-1.899277834,0.055378053,-0.02,0.058878406,-1.940147929,0.023137249,-0.05,0.053072278,-1.982409579,-0.013841841,1.410235457,1.584555604,0.780563798,1.156321172,1.442542342,0.139846896,0.995777603,1.664254428,-0.555266559,0,0.03,0.06,,,0.01,0.04,0.08,0.28,0.22,0.01,0.02,0.05,0.21,0.09
2010-06-01,-0.08,0.061535897,-1.627876413,0.260966601,-0.05,0.055647701,-1.729551667,0.223199649,-0.08,0.048853523,-1.829905434,0.11942259,1.11716696,0.160100991,5.864585806,0.981416474,0.609719428,4.144485687,0.80212895,0.79923227,2.998119908,-0.05,-0.08,-0.02,,,-0.04,-0.06,0.01,0.25,0.27,-0.04,-0.06,-0.02,0.18,0.13
2010-07-01,0.1,0.071460945,-1.387261485,-0.074711915,0.13,0.069113433,-1.241470492,0.076687406,0.1,0.0665332,-0.931212803,0.283833184,1.327508561,2.84428714,0.285555994,1.266153,2.734455447,0.230378925,1.186863261,2.059750798,0.459514322,-0.03,0,0.09,,,-0.03,0.02,0.12,0.24,0.33,-0.03,0.02,0.09,0.18,0.24
2010-08-01,-0.05,0.086351993,-1.436319597,0.245172071,-0.02,0.082623645,-1.198219299,0.367277753,-0.03,0.077653075,-0.929135417,0.550239764,1.16305748,1.046548454,2.219435377,1.100368489,0.996552914,2.237959381,1.006062703,0.735582366,2.55740777,0.08,0.02,0.05,,,0.09,0.04,0.08,0.15,0.27,0.09,0.05,0.07,0.15,0.22
2010-09-01,0.02,0.102306728,-1.492091363,0.340138012,0.03,0.092249661,-1.525258872,0.30140471,0.04,0.090037029,-1.552442218,0.353458598,1.237140425,0.861641038,1.34698752,1.066453911,0.974725965,1.066958398,1.045895173,0.95657539,0.98703369,-0.03,0.16,0.08,,,-0.02,0.15,0.09,0.22,0.42,-0.01,0.16,0.1,0.22,0.38
2010-10-01,0.01,0.103810725,-1.515482207,0.342235404,0.01,0.095376447,-1.572281539,0.301902674,0.03,0.091596943,-1.572474752,0.351512484,1.128112492,0.89241459,1.087216977,0.97659621,0.984003217,0.983149947,0.956227002,0.992542372,0.709971784,0.11,0.09,0.09,,,0.08,0.07,0.09,0.19,0.54,0.08,0.09,0.11,0.2,0.51
2010-11-01,0.04,0.100929018,-1.442178805,0.252635505,0.03,0.093541435,-1.521353143,0.231271588,0.05,0.08953584,-1.522544249,0.291632096,1.021403203,0.820743092,1.560178101,0.895745434,0.927857683,1.367392059,0.866734738,0.933061851,1.114109725,0.01,0.11,0.13,0.19,,0.01,0.08,0.12,0.2,0.52,0.02,0.09,0.14,0.19,0.48
2010-12-01,0.1,0.104243305,-1.648754564,-0.037994073,0.09,0.097313925,-1.735239053,-0.068468078,0.11,0.09304121,-1.755305469,-0.031160953,1.025146783,0.962478247,0.2355245,0.887803156,1.119148484,4.98E-16,0.828457961,1.091314568,-0.07206598,-0.01,0.06,0.22,0.2,,-0.01,0.06,0.21,0.22,0.53,-0.01,0.07,0.23,0.21,0.5
2011-01-01,-0.11,0.101865925,-1.174670245,0.644099143,-0.13,0.09108604,-1.403008916,0.548641045,-0.11,0.088185411,-1.372400944,0.559250384,1.173554038,0.622023195,-3.812545432,0.957247999,0.869270391,-2.332894595,0.931096673,0.855386545,-1.49119786,0.06,0.01,0.1,0.19,,0.06,0.01,0.08,0.2,0.55,0.06,0.01,0.1,0.19,0.5
