Date,SA_NB_Level,SA_NB_Slope,SA_NB_Curvature,SA_NB_Level_QS,SA_NB_Slope_QS,SA_NB_Curvature_QS,SA_NB_Level_TS,SA_NB_Slope_TS,US_NB_Level,US_NB_Slope,US_NB_Curvature,US_NB_Level_QS,US_NB_Slope_QS,US_NB_Curvature_QS,US_NB_Level_TS,US_NB_Slope_TS,USDZARV1W.Curncy_QS,USDZARV2W.Curncy_QS,USDZARV3W.Curncy_QS,USDZARV1M.Curncy_QS,USDZARV2M.Curncy_QS,USDZARV3M.Curncy_QS,USDZARV6M.Curncy_QS,USDZARV9M.Curncy_QS,USDZARV1Y.Curncy_QS,USDZARV18M.Curncy_QS,USDZAR_Vol_Level.1
2004-02-01,NA,NA,NA,NA,NA,NA,NA,NA,5.101201716,-3.460284905,-7.738035139,0.213,0.238,0.345,-11.50422505,-17.33136899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-01,NA,NA,NA,NA,NA,NA,NA,NA,4.956406247,-3.128409891,-8.250724059,0.116,0.325,0.257,-15.52269037,-15.68192569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-01,NA,NA,NA,NA,NA,NA,NA,NA,4.825120977,-2.936677289,-8.347253945,0.095,0.367,0.25,-21.71436454,20.67548175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05-01,NA,NA,NA,NA,NA,NA,NA,NA,5.424778411,-4.013025206,-6.569956147,0.473,0.074,0.475,-11.27589428,-9.77352885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-06-01,NA,NA,NA,NA,NA,NA,NA,NA,5.471694291,-4.076416919,-5.67679114,0.515,0.07,0.537,17.09591079,-17.92701588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-07-01,NA,NA,NA,NA,NA,NA,NA,NA,5.387193464,-3.714835789,-5.270494232,0.447,0.198,0.576,13.87307485,-12.03279235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-08-01,NA,NA,NA,NA,NA,NA,NA,NA,5.265044756,-3.413387471,-5.314238023,0.37,0.328,0.582,-10.19145337,16.3909605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-09-01,NA,NA,NA,NA,NA,NA,NA,NA,4.921651563,-2.717074747,-5.988033143,0.121,0.564,0.515,-27.92630526,43.61710754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,4.850683352,-2.620333701,-5.117314717,0.107,0.608,0.645,-40.46502766,64.4209175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,4.746590254,-2.20830693,-5.397160839,0.081,0.738,0.61,-43.83383537,63.75516901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-12-01,NA,NA,NA,NA,NA,NA,NA,NA,4.996726291,-2.334672759,-4.522469916,0.22,0.721,0.783,-32.840978,59.45515357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-01-01,NA,NA,NA,NA,NA,NA,NA,NA,4.768658237,-2.156571614,-3.684162706,0.099,0.776,0.921,-29.65123337,52.12865512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-02-01,7.748418199,-0.446874469,-1.004418086,NA,NA,NA,NA,NA,4.559952149,-1.834796921,-2.575240636,0.031,0.888,0.998,-32.60904944,49.73439737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-03-01,7.429918314,-0.097189777,-1.095733419,NA,NA,NA,NA,NA,4.718582319,-1.875394102,-2.000711092,0.093,0.884,0.996,-36.86342181,52.97375692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-04-01,8.515146974,-1.285314497,-1.71247597,NA,NA,NA,NA,NA,4.798306892,-2.052734023,-1.295291872,0.167,0.834,0.997,-27.58091676,44.04025985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-05-01,8.457636212,-1.556308289,-3.257481112,NA,NA,NA,NA,NA,4.498775365,-1.533923748,-1.434229851,0.038,0.992,0.99,-27.8303727,44.01097238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06-01,8.649803134,-1.775573993,-3.11890354,NA,NA,NA,NA,NA,4.287916788,-1.229650746,-1.289412618,0.007,1,0.989,-27.35202261,42.78765173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-07-01,8.089614134,-1.220085466,-2.274190301,NA,NA,NA,NA,NA,4.139110908,-0.958600559,-0.823052471,0.001,0.999,0.999,-28.61311538,46.34155405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-08-01,8.047586554,-1.204845478,-2.382830967,NA,NA,NA,NA,NA,4.429873279,-1.041548615,-0.34717835,0.081,0.99,1,-25.72017924,51.32447375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-09-01,8.186042096,-1.407137696,-2.106186981,NA,NA,NA,NA,NA,4.17121998,-0.540578472,-0.652080991,0.007,1,0.97,-21.80977271,54.34952434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-10-01,8.278297965,-1.497054198,-1.68827849,NA,NA,NA,NA,NA,4.466400612,-0.928427562,-0.035738326,0.123,0.967,1,-20.56098703,53.76170989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-11-01,8.10470479,-1.386795171,-0.302769751,NA,NA,NA,NA,NA,4.699203241,-0.671644016,-0.316135967,0.22,0.993,0.979,-13.73336772,53.4896377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-12-01,7.706037074,-0.871780263,-0.56578844,NA,NA,NA,NA,NA,4.622034113,-0.642682121,0.012405107,0.186,0.985,0.997,15.33743435,53.91277622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-01-01,7.39899248,-0.639728448,-0.421591136,NA,NA,NA,NA,NA,4.461009523,-0.360114181,0.215089779,0.12,1,0.996,14.45042201,51.30715331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-02-01,7.365673341,-0.630958359,-0.687414176,NA,NA,NA,-32.00692625,26.79577631,4.619808073,-0.035281268,-0.326532039,0.215,0.99,0.931,12.70382682,50.5306886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-03-01,7.353671591,-0.676086469,-0.834191374,NA,NA,NA,-36.11108981,28.22710906,4.548281616,0.048112398,0.496254468,0.177,0.996,0.995,13.63752196,54.89564927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-04-01,7.589451079,-0.920571528,-1.069874639,NA,NA,NA,-28.07957157,19.69253219,4.921231648,-0.257073707,-0.019999065,0.497,0.94,0.947,18.34713673,51.15454324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-05-01,7.380494566,-0.595112158,-0.735324887,NA,NA,NA,-27.22505652,20.42330623,5.175297771,-0.236888253,-0.819507476,0.727,0.933,0.806,23.6321133,41.18921143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-01,7.737816688,-0.970007202,-0.26195794,NA,NA,NA,-20.54995593,16.4984453,5.197758032,-0.23679915,-0.253873396,0.75,0.921,0.901,32.71275465,31.46723395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07-01,8.59274367,-1.672527572,1.235788704,NA,NA,NA,15.34622846,-11.65712734,5.173464673,-0.096547882,0.112913762,0.744,0.953,0.95,28.88626962,25.63678105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-08-01,8.482157372,-1.204888565,1.572139582,NA,NA,NA,23.31705057,-16.20561519,5.040476359,0.255211677,-0.543165188,0.615,1,0.783,29.09201183,24.45014676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-09-01,8.654914713,-1.179898167,1.597170554,NA,NA,NA,28.46380968,-12.41440342,4.809247781,0.50405116,-0.656984081,0.421,1,0.744,22.97628179,24.89786459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-10-01,8.321500491,-0.695391848,2.553743322,NA,NA,NA,28.07656205,-10.69029417,4.692760113,0.439897115,-0.452693988,0.292,0.983,0.795,-32.72566297,27.4274063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-01,7.640851334,0.452868001,2.597510502,NA,NA,NA,20.47271248,17.35909906,4.651424587,0.726805844,-0.616317639,0.265,1,0.723,-22.26811821,33.52453411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-01,7.550814318,0.417686931,3.202955665,NA,NA,NA,-29.43458024,29.28271432,4.488963148,0.844214914,-0.457425683,0.152,1,0.776,-30.53250698,43.32380558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-01,7.365128816,1.104159868,2.484761655,NA,NA,NA,-31.44649027,37.78385753,4.7605098,0.456249967,-0.333607297,0.41,0.936,0.822,-33.06561204,38.49515321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-01,7.436251431,1.387557509,1.704176804,NA,NA,NA,-28.22522077,49.96681647,4.882266586,0.412710284,-0.335879681,0.55,0.906,0.807,-22.01132763,29.48631275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-01,7.399222598,1.175156224,0.836959223,NA,NA,NA,-31.90815282,54.52835544,4.622353794,0.892228841,-0.95549109,0.258,0.997,0.584,-20.00726869,29.21190559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-01,7.665794612,0.720371355,0.846839424,NA,NA,NA,-27.74705852,37.28591906,4.76529249,0.697528859,-1.406466469,0.44,0.952,0.521,-22.00465221,33.61661399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-01,7.403547626,1.074453804,1.071582619,NA,NA,NA,-25.90252458,32.44168203,4.715665615,0.561483716,-1.004199725,0.377,0.908,0.567,-17.96607353,24.07523241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-01,7.693862092,0.968319461,1.510541851,NA,NA,NA,-25.95225492,32.7762263,4.962037604,-0.164815009,0.04394752,0.644,0.706,0.932,11.51293551,-25.07712472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-01,8.13405377,0.935249799,2.440442758,NA,NA,NA,-17.12303424,28.26667027,5.114348291,-0.152494102,-0.662865417,0.735,0.71,0.595,18.49351741,-25.54411965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-01,8.186893341,0.641346343,2.890622655,NA,NA,NA,22.71661187,20.27303214,4.881301717,0.502790847,-1.622451472,0.561,0.884,0.42,16.3769691,-13.10497915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-01,8.151222256,1.234087457,2.589546721,NA,NA,NA,21.06257476,14.73260194,4.741767947,-0.409649544,-1.69081082,0.382,0.595,0.396,-13.03049051,-13.90991481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-01,7.801418587,1.811076535,2.135622302,NA,NA,NA,23.8145776,11.84546062,4.793971678,-0.573690049,-2.152949871,0.474,0.563,0.349,-18.63988016,-16.51815784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-01,7.467938873,2.765520789,2.269841127,NA,NA,NA,16.50321578,20.89615515,4.695165997,-0.324348966,-2.316311119,0.329,0.583,0.327,-18.25196979,-19.0017771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,7.87714843,2.448806874,3.105806702,NA,NA,NA,14.57428564,25.94900835,4.311788815,-0.408912552,-3.980798756,0.034,0.559,0.263,-25.7891106,-20.40700294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,7.80037346,2.946502518,2.736185317,NA,NA,NA,13.96621984,29.01932806,4.384406842,-0.164799059,-4.502542734,0.08,0.658,0.227,-28.01319,-21.59043314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,8.194372027,2.520106182,1.636917981,NA,NA,NA,11.22588084,30.62467296,4.261299723,-1.435982244,-6.035078367,0.035,0.326,0.079,-36.36882179,-19.37149569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,8.631127957,2.021928668,0.861396426,NA,NA,NA,14.60748793,26.18010162,4.287112345,-1.194346359,-8.141886548,0.05,0.33,0.022,-27.99755843,-21.49050892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-01,8.95964572,1.561864352,0.605936143,NA,NA,NA,23.41527075,-22.96794863,4.193471225,-1.766306744,-7.358664138,0.022,0.27,0.037,-30.58962051,-21.00562931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-01,9.068713386,1.862005999,1.827259492,NA,NA,NA,27.73175613,-16.75843996,4.423971052,-2.492910891,-5.061942894,0.164,0.118,0.187,-28.03963751,-29.20679348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-01,9.507153414,1.915138313,3.949442837,NA,NA,NA,34.59690244,-17.7894591,4.690421165,-2.377728678,-4.747610185,0.462,0.115,0.208,-21.50242488,-26.94616843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-01,10.20627617,1.300544153,3.200130394,NA,NA,NA,37.29462438,-21.02828399,4.514339656,-2.181051274,-4.181995365,0.248,0.151,0.225,17.25502097,-32.11381717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-01,8.473415722,3.368971073,2.297363248,NA,NA,NA,31.40806857,-11.41417492,4.545641252,-2.467508963,-4.359044116,0.287,0.082,0.199,11.388169,-34.25334665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-01,8.675056391,3.191173863,0.130746155,NA,NA,NA,20.55231943,13.48150483,4.397468644,-2.118489957,-4.805715729,0.155,0.171,0.16,9.021118583,-31.27576335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-01,8.383848497,3.560023849,-0.555365342,NA,NA,NA,-16.9033754,16.59611604,4.366897356,-2.860657568,-4.791710954,0.143,0.012,0.15,-12.57168948,-28.47680451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-01,8.881294195,2.707501575,-1.565595848,NA,NA,NA,12.08208477,12.95507971,4.590806172,-3.372953602,-6.688658509,0.412,0.008,0.04,-9.787244929,-26.23999459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-01,8.34609443,3.883269586,-5.176244641,NA,NA,NA,-12.34801798,16.61248534,3.509070915,-2.89167883,-5.358047369,0.001,0.037,0.119,-11.16192356,-25.07067386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-01,7.234024191,4.949544144,-6.015499115,NA,NA,NA,-17.30197312,21.83401879,2.856214907,-2.209150584,-5.124942053,0.01,0.138,0.143,-15.25348722,-17.41243886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-01,8.093367522,3.774502928,-8.405889181,0.54,0.954,0.004,-19.17362585,25.66802115,3.651439035,-2.660570268,-6.87846676,0.044,0.054,0.043,-19.51325839,-11.96154625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-01,9.118373781,1.297278841,-9.207328453,0.948,0.597,0.012,-13.03156564,12.98830941,3.829738254,-2.826282519,-6.782117491,0.066,0.047,0.056,-18.7750308,-7.946738717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-01,9.502101035,-0.150745942,-9.240723638,0.968,0.387,0.025,22.02807319,-25.54587263,3.507242658,-2.44108141,-6.900704388,0.047,0.148,0.047,-18.84431049,-7.970194962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-01,9.309163584,0.143432266,-9.243160002,0.946,0.387,0.032,20.05754777,-27.5987506,4.066373521,-3.079962493,-7.805394469,0.116,0.026,0.014,-17.44882395,-12.17508376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-01,9.32746225,-1.888968124,-5.019344885,0.946,0.002,0.118,19.29865603,-35.86984703,4.431700544,-3.367667516,-8.59468794,0.34,0.011,0.006,20.60817447,-18.69401628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-01,9.314258981,-1.752450233,-3.57005712,0.929,0.021,0.144,19.56239401,-46.28775494,4.440575581,-3.523448676,-7.730979536,0.327,0.025,0.056,28.26880735,-22.81612785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-08-01,9.025892511,-1.950049253,-0.173065719,0.851,0.023,0.426,20.54101642,-49.0871959,4.433398525,-3.564626749,-7.777669008,0.309,0.031,0.074,30.8033402,-25.38379334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-01,9.065782131,-2.016694422,-3.104475779,0.854,0.025,0.169,16.50979577,-44.23420867,4.298463637,-3.38929245,-7.928466405,0.206,0.067,0.069,29.75423498,-26.98563403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-01,9.210653316,-2.23992055,-3.097304029,0.878,0.003,0.174,14.02869162,-40.07542116,4.165827245,-3.323153739,-7.652115453,0.141,0.09,0.121,24.66508461,-23.86536347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-11-01,9.352933456,-2.264469423,-3.082308575,0.904,0.021,0.19,15.89010925,-40.94913226,4.326439036,-3.471423243,-8.200984732,0.243,0.075,0.042,21.98869477,-23.15937298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-01,9.502662054,-2.344110865,-3.519537032,0.942,0.024,0.159,15.93283146,-36.33101124,4.181926773,-3.072791319,-9.091861113,0.153,0.163,0.002,21.22222205,-21.09515262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-01,9.275687296,-2.21772068,-1.976140986,0.84,0.057,0.283,12.55615355,-28.20302087,4.777678074,-3.977586346,-8.379819604,0.728,0.006,0.067,18.70541609,-18.62931249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01,9.661445481,-2.414174827,-4.452652653,0.96,0.032,0.139,12.27586037,-25.46760984,4.585837167,-3.513805695,-9.393193471,0.487,0.093,0.003,16.79117955,-16.30919902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-01,9.313469583,-2.148481657,-3.450696636,0.823,0.112,0.189,13.66423392,-21.84967187,4.591454961,-3.413277512,-9.599657717,0.487,0.147,0.009,14.79477502,-12.55137679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-01,9.195050789,-2.471254147,-4.150544072,0.755,0.032,0.155,8.381894358,-16.98319779,4.790040093,-3.709789327,-9.22218334,0.736,0.048,0.045,16.42116206,-8.572753959,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,NA
2010-05-01,9.180810654,-2.39671284,-5.070576237,0.743,0.048,0.123,-22.68542208,-13.90466791,4.587290317,-3.51967072,-8.893981893,0.484,0.137,0.106,18.77736021,-8.059349433,0.084,0.066,0.062,0.062,0.048,0.046,0.03,0.028,0.028,0.014,NA
2010-06-01,9.318298321,-2.855346254,-3.328458297,0.806,0.011,0.26,-8.694233886,-15.85186829,4.213594808,-3.066666095,-8.840496788,0.173,0.285,0.122,-7.387577933,7.037779502,0.502,0.484,0.356,0.338,0.366,0.356,0.338,0.296,0.27,0.266,NA
2010-07-01,9.403073496,-2.953228075,-3.492543667,0.859,0.011,0.239,-7.201317193,-17.26721234,3.846533587,-2.615496338,-8.663238405,0.105,0.392,0.165,-24.70685795,21.88428547,0.232,0.224,0.264,0.252,0.234,0.224,0.162,0.142,0.114,0.108,NA
2010-08-01,8.713865305,-2.2628444,-3.081630745,0.506,0.16,0.34,-11.39799411,-15.34382796,3.82793442,-2.501403235,-9.144049964,0.107,0.456,0.065,-28.45750385,31.4075573,0.05,0.082,0.074,0.066,0.068,0.058,0.056,0.042,0.032,0.014,NA
2010-09-01,8.449690336,-1.835519191,-4.86247812,0.443,0.283,0.145,-18.11807612,17.60360858,3.298149586,-2.103409383,-8.018096013,0.035,0.582,0.284,-38.96293825,47.15057727,0.078,0.09,0.108,0.112,0.114,0.106,0.072,0.044,0.024,0.014,NA
2010-10-01,8.356164775,-2.19645541,-3.765609958,0.422,0.201,0.238,-27.16138631,16.61578264,3.415784122,-2.061056867,-8.728654685,0.046,0.608,0.184,-39.07382173,46.67483723,0.05,0.052,0.056,0.054,0.034,0.016,0.004,0.004,0.004,0.002,NA
2010-11-01,8.520264697,-2.349338651,-5.871027711,0.461,0.133,0.11,-26.45328095,12.05150784,3.626213836,-2.082318981,-9.917830785,0.111,0.608,0.002,-37.75797607,47.88064595,0.288,0.276,0.252,0.222,0.194,0.174,0.134,0.09,0.076,0.078,NA
2010-12-01,9.154689982,-3.378464433,-6.57710345,0.682,0.002,0.1,-23.51534303,-15.94289769,3.836477745,-2.327038453,-9.819077198,0.177,0.533,0.02,-30.47480187,39.0962448,0.262,0.264,0.246,0.244,0.22,0.184,0.136,0.106,0.112,0.088,NA
2011-01-01,8.84059487,-3.067250626,-5.589758619,0.523,0.028,0.154,-18.01403573,-25.79957945,4.285259265,-2.969749025,-9.798425107,0.357,0.33,0.042,27.3412563,22.00293416,0.012,0.01,0.03,0.036,0.036,0.054,0.048,0.048,0.05,0.072,NA
2011-02-01,9.450056996,-3.874899719,-5.471059905,0.88,0.002,0.171,20.45423041,-32.41205812,4.466262085,-2.973518245,-10.70620078,0.547,0.337,0.001,29.92723917,-21.969983,0.218,0.166,0.184,0.19,0.172,0.16,0.114,0.08,0.058,0.042,NA
2011-03-01,9.571277217,-3.90905245,-5.962664492,0.922,0.002,0.135,28.03789825,-41.67452156,4.438852447,-3.135326924,-9.920028712,0.52,0.294,0.057,32.23992963,-28.72072747,0.162,0.162,0.16,0.176,0.142,0.124,0.11,0.04,0.02,0.026,NA
2011-04-01,9.641062973,-4.022257186,-5.956222379,0.943,0.01,0.153,37.80700922,-50.3852704,4.472747282,-3.347760043,-9.386971662,0.572,0.232,0.147,26.75006648,-24.04841264,0.078,0.072,0.078,0.058,0.04,0.024,0.116,0.136,0.116,0.188,NA
2011-05-01,9.317010844,-3.749691166,-5.395917653,0.74,0.049,0.22,31.38279971,-40.61100969,4.308933498,-3.083745239,-9.874045827,0.38,0.346,0.08,24.61513464,-25.37458465,0.076,0.068,0.076,0.044,0.07,0.082,0.176,0.222,0.26,0.304,NA
2011-06-01,9.16428278,-3.62005752,-5.015996499,0.6,0.083,0.271,23.72297666,-32.50000015,4.039714357,-2.684600071,-10.00290361,0.226,0.505,0.058,17.08415926,-18.77449065,0.468,0.458,0.43,0.458,0.432,0.43,0.376,0.36,0.36,0.364,NA
2011-07-01,9.280662694,-3.716507139,-5.153859271,0.683,0.068,0.26,19.07661608,-27.51222427,4.216213918,-2.844036053,-10.40432847,0.339,0.461,0.012,-21.60801185,22.42487052,0.376,0.376,0.428,0.444,0.464,0.478,0.47,0.44,0.424,0.404,NA
2011-08-01,9.125994594,-3.501724648,-5.135444339,0.552,0.125,0.269,17.62943625,-25.07708611,3.820389061,-2.283699165,-10.23267562,0.172,0.71,0.049,-23.22547501,20.43185064,0.6,0.546,0.558,0.548,0.548,0.548,0.532,0.502,0.474,0.478,NA
2011-09-01,8.428691889,-2.688816166,-4.851663461,0.236,0.233,0.333,-18.04843424,16.51834155,3.190784734,-1.849291609,-9.135457667,0.038,0.859,0.285,-24.06495642,29.53958192,0.666,0.672,0.664,0.688,0.694,0.696,0.692,0.674,0.67,0.68,NA
2011-10-01,9.093085821,-3.3831667,-5.559909445,0.528,0.138,0.196,-17.35952901,17.15374191,2.666664412,-1.684175662,-7.015328515,0.005,0.889,0.65,-30.25160999,40.67620899,0.992,0.992,0.992,0.992,0.992,0.992,0.998,0.998,0.998,0.996,NA
2011-11-01,8.654195035,-2.886955691,-5.294217522,0.28,0.229,0.26,-16.36214703,18.10243671,2.925968189,-1.826460777,-7.842300101,0.035,0.88,0.589,-35.45179864,37.56596946,0.946,0.944,0.944,0.944,0.948,0.95,0.954,0.952,0.952,0.946,NA
2011-12-01,8.80811532,-3.065124489,-5.351523833,0.342,0.205,0.261,-15.90202866,17.94286025,2.817251729,-1.768316209,-7.503561177,0.036,0.893,0.648,-42.48740746,41.49451096,0.904,0.91,0.908,0.91,0.918,0.926,0.95,0.956,0.962,0.962,NA
2012-01-01,8.856657678,-3.095724425,-5.7954104,0.353,0.212,0.19,-14.35684099,16.75296592,2.597626762,-1.592304676,-7.01700569,0.007,0.956,0.7,-47.36556434,42.75458219,0.792,0.822,0.854,0.854,0.868,0.868,0.866,0.872,0.872,0.874,NA
2012-02-01,8.404434193,-2.633446139,-4.417487777,0.129,0.332,0.486,-15.15192171,18.27694716,2.57527402,-1.446280148,-7.32181287,0.007,0.981,0.686,-48.02802637,43.63686692,0.604,0.628,0.652,0.652,0.652,0.646,0.664,0.68,0.706,0.73,NA
2012-03-01,8.604008788,-2.76443883,-4.807165577,0.207,0.324,0.427,-15.77551882,19.5611258,2.73557087,-1.606374521,-7.347909623,0.054,0.971,0.685,-40.38098792,39.08059692,0.51,0.55,0.594,0.602,0.602,0.602,0.606,0.618,0.636,0.642,-50.60019577
2012-04-01,8.742255978,-2.830947424,-5.203219988,0.281,0.31,0.321,-11.43969986,15.98197664,3.033237142,-1.840941544,-7.965278321,0.149,0.871,0.552,-27.28306751,27.11741761,0.362,0.348,0.482,0.438,0.51,0.552,0.564,0.58,0.608,0.628,-46.2164976
