Date,p_M_gt_V,p_M_gt_Q,p_V_gt_Q,Momentum_score,Value_score,Quality_score,Momentum_w,Value_w,Quality_w
2022-11-28,0.3995791785255213,0.3734218447822457,0.296728939203905,0.773001023307767,-0.30369188227057375,-1.3298492160138493,1.0,0.0,0.0
2022-12-05,0.3866390826728846,0.3876049570789052,0.2701018832409657,0.7742440397517898,-0.3432590340861497,-1.3422931596801293,1.0,0.0,0.0
2022-12-12,0.2601918150356003,0.4667706356345154,0.3815198939199697,0.7269624506701157,-0.35828829104443,-1.1517094704455149,1.0,0.0,0.0
2022-12-19,0.2920434195895264,0.3952985434268706,0.3403876956641596,0.687341963016397,-0.367568884746314,-1.2643137609089699,1.0,0.0,0.0
2022-12-26,0.3354473086824013,0.4648280688160977,0.4859145719767618,0.800275377498499,-0.17863811934083695,-1.0492573592071404,1.0,0.0,0.0
2023-01-02,0.3807444168053015,0.5045479217811234,0.529776991327129,0.8852923385864249,-0.08947859186756946,-0.9656750868917476,1.0,0.0,0.0
2023-01-09,0.4372732368007147,0.4897735106627862,0.5575175667338274,0.9270467474635009,-0.0052091964654579215,-0.9527089226033865,1.0,0.0,0.0
2023-01-16,0.5217586328756235,0.4579805837482595,0.4701001289116947,0.979739216623883,-0.008141238212681756,-1.0719192873400458,1.0,0.0,0.0
2023-01-23,0.560398733778498,0.532821969158167,0.4814992640651563,1.093220702936665,0.04189799784365433,-0.9856787667766767,1.0,0.0,0.0
2023-01-30,0.6372605390094662,0.3768163641718958,0.3027052709196732,1.014076903181362,-0.06003419007086058,-1.320478364908431,1.0,0.0,0.0
2023-02-06,0.8571718526364169,0.3926403234630262,0.2531958228095354,1.2498121760994432,0.11036767544595233,-1.3541638537274383,1.0,0.0,0.0
2023-02-13,0.910566376418348,0.35842371200029,0.2158289075968562,1.268990088418638,0.12639528401520422,-1.4257473804028538,1.0,0.0,0.0
2023-02-20,0.9108949172858044,0.3344850713921675,0.2367328504033697,1.245379988677972,0.1476277676891741,-1.428782078204463,1.0,0.0,0.0
2023-02-27,0.9310010608605824,0.2449718999124763,0.1673813409121312,1.1759729607730587,0.09838240177271362,-1.5876467591753924,1.0,0.0,0.0
2023-03-06,0.9259055625075148,0.2816912933491421,0.2334311279689847,1.2075968558566568,0.15933669047649945,-1.484877578681873,1.0,0.0,0.0
2023-03-13,0.9280615037012204,0.3617066667498365,0.3910781513162121,1.2897681704510569,0.3191396550174325,-1.2472151819339514,1.0,0.0,0.0
2023-03-20,0.9376594072568774,0.4822708793227233,0.5609043746021369,1.4199302865796006,0.4985637818590143,-0.9568247460751398,1.0,0.0,0.0
2023-03-27,0.9570701231807908,0.501192702723923,0.5369773291093265,1.458262825904714,0.49404745229011726,-0.9618299681667505,1.0,0.0,0.0
2023-04-03,0.9815102646775286,0.5488891289077767,0.5583955982562053,1.5303993935853053,0.5399058629337339,-0.8927152728360179,1.0,0.0,0.0
2023-04-10,0.9796005895907018,0.5288452268685166,0.5068614728171873,1.5084458164592185,0.48646206240788914,-0.964293300314296,1.0,0.0,0.0
2023-04-17,0.9811544856433644,0.4556603689278208,0.3968136500690861,1.4368148545711852,0.37796813571245047,-1.147525981003093,1.0,0.0,0.0
2023-04-24,0.9821450626579922,0.4086787731306265,0.3776011084043555,1.3908238357886187,0.3597461710623477,-1.213720118465018,1.0,0.0,0.0
2023-05-01,0.968084348552972,0.3784761729972621,0.3562066681172409,1.346560521550234,0.3242910166702129,-1.265317158885497,1.0,0.0,0.0
2023-05-08,0.979920796233561,0.3593509967438241,0.3227857652256148,1.3392717929773852,0.3027065614591758,-1.317863238030561,1.0,0.0,0.0
2023-05-15,0.8698220150580188,0.3862141353946125,0.3717473730570979,1.2560361504526314,0.2415693881151167,-1.2420384915482896,1.0,0.0,0.0
2023-05-22,0.7795268894707749,0.3607345428947133,0.3526654119572942,1.140261432365488,0.13219230142806904,-1.2866000451479924,1.0,0.0,0.0
2023-05-29,0.7606857162644399,0.4667149131985492,0.5013392192065087,1.2274006294629891,0.26202493547094863,-1.031945867594942,1.0,0.0,0.0
2023-06-05,0.8486815036868276,0.4734645075888689,0.47909398531433,1.3221460112756964,0.3277754890011576,-1.047441507096801,1.0,0.0,0.0
2023-06-12,0.7774607426924204,0.2965641687766062,0.3032572426053174,1.0740249114690266,0.08071798529773777,-1.4001785886180764,1.0,0.0,0.0
2023-06-19,0.8117182238643692,0.4768636128243785,0.5433498070285075,1.2885818366887478,0.35506803089287675,-0.979786580147114,1.0,0.0,0.0
2023-06-26,0.7730893376061314,0.396609266070475,0.3977235267100045,1.1696986036766064,0.1708128643161359,-1.2056672072195205,1.0,0.0,0.0
2023-07-03,0.748861550944885,0.3719780678204715,0.4358708048450277,1.1208396187653564,0.18473235578991276,-1.1921511273345007,1.0,0.0,0.0
2023-07-10,0.8781092371504795,0.3337076359256414,0.3282114781176011,1.211816873076121,0.2063207152680806,-1.3380808859567574,1.0,0.0,0.0
2023-07-17,0.8962151258956716,0.4785395887928622,0.5101579551774128,1.374754714688534,0.40637308107308445,-1.011302456029725,1.0,0.0,0.0
2023-07-24,0.9413125094195672,0.3233027430559356,0.2722217813207335,1.2646152524755028,0.21353429074030073,-1.4044754756233309,1.0,0.0,0.0
2023-07-31,0.9352363072960492,0.4762464832974689,0.4848889766449296,1.411482790593518,0.4201252839409788,-1.0388645400576015,0.5,0.5,0.0
2023-08-07,0.9078071033842146,0.4404582489687555,0.4441034712095494,1.34826535235297,0.35191057459376396,-1.115438279821695,0.5,0.5,0.0
2023-08-14,0.8333227614485326,0.5012535762772776,0.5360048719122222,1.3345763377258102,0.3693276333607548,-0.9627415518105001,0.5,0.5,0.0
2023-08-21,0.8343561023853582,0.4516951832606738,0.4286875350876148,1.286051285646032,0.263043637472973,-1.1196172816517114,0.5,0.5,0.0
2023-08-28,0.8069695134023952,0.4901375206287739,0.5209854258313453,1.297107034031169,0.32795493923374053,-0.9888770535398808,0.5,0.5,0.0
2023-09-04,0.7778655487826887,0.4430436704856805,0.4020577072389992,1.220909219268369,0.17992325602168785,-1.1548986222753204,0.5,0.5,0.0
2023-09-11,0.7564871992868016,0.5329594294554129,0.5322119244556816,1.2894466287422146,0.2886991237424832,-0.9348286460889056,0.5,0.5,0.0
2023-09-18,0.8090490380447726,0.4364651009429661,0.3949024002013154,1.2455141389877387,0.20395143824608797,-1.1686324988557186,0.5,0.5,0.0
2023-09-25,0.8614289945229565,0.4622077062975216,0.363671461021523,1.3236367008204781,0.2251004555444795,-1.1741208326809554,0.5,0.5,0.0
2023-10-02,0.8548250607909438,0.4749607886647067,0.4106183033116306,1.3297858494556505,0.26544336410257435,-1.1144209080236627,0.5,0.5,0.0
2023-10-09,0.8811322117112469,0.4299093456847934,0.2957406215913848,1.3110415573960403,0.1768728333026317,-1.274350032723822,0.5,0.5,0.0
2023-10-16,0.8974268784349692,0.5175211652012388,0.4305277692951427,1.4149480436362079,0.32795464773011185,-1.0519510655036184,0.5,0.5,0.0
2023-10-23,0.912843894050978,0.5196585309420622,0.4444583114255045,1.4325024249930403,0.3573022054764825,-1.0358831576324334,0.5,0.5,0.0
2023-10-30,0.912398986982028,0.4335257371212789,0.4307189110234381,1.345924724103307,0.34311789800546616,-1.135755351855283,0.5,0.5,0.0
2023-11-06,0.8737620191284704,0.4476570670108449,0.4179262360473708,1.3214190861393154,0.2916882551758412,-1.1344166969417844,0.5,0.5,0.0
2023-11-13,0.8124284100356156,0.5228733517277621,0.5567148103736292,1.3353017617633776,0.36914322040924485,-0.9204118378986087,0.5,0.5,0.0
2023-11-20,0.7041957759263161,0.4330592634221018,0.467343495612128,1.137255039348418,0.17153927153844412,-1.0995972409657702,0.5,0.5,0.0
2023-11-27,0.7392711141889193,0.431203121766872,0.4156266242341468,1.1704742359557914,0.15489773842306614,-1.1531702539989812,0.5,0.5,0.0
2023-12-04,0.7179160691781272,0.5829364025761532,0.5622983234692307,1.3008524717542804,0.2802143926473579,-0.8547652739546161,0.5,0.5,0.0
2023-12-11,0.683481144367471,0.4702749309973448,0.448791126698019,1.1537560753648157,0.13227227106549,-1.080933942304636,0.5,0.5,0.0
2023-12-18,0.7017990059549643,0.5897253101863762,0.5047219750655367,1.2915243161413406,0.20652098102050098,-0.9055527147480871,0.5,0.5,0.0
2023-12-25,0.6915615039085362,0.5621848032672156,0.4688401478326167,1.253746307175752,0.1604016517411529,-0.9689750489001676,0.5,0.5,0.0
2024-01-01,0.7513008049768857,0.5991112277274623,0.4793362096926455,1.350412032704348,0.23063701466953118,-0.9215525625798923,0.5,0.5,0.0
