Date,SA_NB_Level,SA_NB_Slope,SA_NB_Curvature,SA_NB_Lambda,SA_NB_R2,SA_NB_Level_QS,SA_NB_Slope_QS,SA_NB_Curvature_QS,SA_NB_Lambda_QS,SA_NB_R2_QS,SA_NB_Level_TS,SA_NB_Slope_TS,SA_RB_Level,SA_RB_Slope,SA_RB_Curvature,SA_RB_Lambda,SA_RB_R2,SA_RB_Level_QS,SA_RB_Slope_QS,SA_RB_Curvature_QS,SA_RB_Lambda_QS,SA_RB_R2_QS,SA_RB_Level_TS,SA_RB_Slope_TS,US_NB_Level,US_NB_Slope,US_NB_Curvature,US_NB_Lambda,US_NB_R2,US_NB_Level_QS,US_NB_Slope_QS,US_NB_Curvature_QS,US_NB_Lambda_QS,US_NB_R2_QS,US_NB_Level_TS,US_NB_Slope_TS,US_RB_Level,US_RB_Slope,US_RB_Curvature,US_RB_Lambda,US_RB_R2,US_RB_Level_QS,US_RB_Slope_QS,US_RB_Curvature_QS,US_RB_Lambda_QS,US_RB_R2_QS,US_RB_Level_TS,US_RB_Slope_TS,SA_CDS_Level,SA_CDS_Slope,SA_CDS_Curvature,SA_CDS_Lambda,SA_CDS_R2,SA_CDS_Level_QS,SA_CDS_Slope_QS,SA_CDS_Curvature_QS,SA_CDS_Lambda_QS,SA_CDS_R2_QS,USDZAR_Vol_Level,USDZAR_Vol_Slope,USDZAR_Vol_QS_Level,USDZAR_Vol_QS_Slope,USDZARVON.Curncy_QS,USDZARV1W.Curncy_QS,USDZARV2W.Curncy_QS,USDZARV3W.Curncy_QS,USDZARV1M.Curncy_QS,USDZARV2M.Curncy_QS,USDZARV3M.Curncy_QS,USDZARV6M.Curncy_QS,USDZARV9M.Curncy_QS,USDZARV1Y.Curncy_QS,USDZARV18M.Curncy_QS,USDZAR_Vol_Level.1,USDZAR_Vol_Slope.1,USDZAR_Vol_QS_Level.1,USDZAR_Vol_QS_Slope.1,USDZARVON.Curncy_QS.1,USDZARV1W.Curncy_QS.1,USDZARV2W.Curncy_QS.1,USDZARV3W.Curncy_QS.1,USDZARV1M.Curncy_QS.1,USDZARV2M.Curncy_QS.1,USDZARV3M.Curncy_QS.1,USDZARV6M.Curncy_QS.1,USDZARV9M.Curncy_QS.1,USDZARV1Y.Curncy_QS.1,USDZARV18M.Curncy_QS.1,USDEUR_Vol_Level,USDEUR_Vol_Slope,USDZAR_Vol_QS_Level.2,USDZAR_Vol_QS_Slope.2,EURUSDV1W.Curncy_QS,EURUSDV2W.Curncy_QS,EURUSDV1M.Curncy_QS,EURUSDV2M.Curncy_QS,EURUSDV3M.Curncy_QS,EURUSDV6M.Curncy_QS,EURUSDV9M.Curncy_QS,EURUSDV1Y.Curncy_QS
2013-05-01,6.948513339,-1.557337681,-3.652443049,1.37,0.637872313,0.002,0.978,0.786,1,0.009,-19.84823722,13.95381386,0.795399828,-1.191116865,-3.355776819,1.37,0.648187781,0.001,0.201,0.133,1,0.358,-57.42466202,-38.75996857,2.462011864,-1.382144626,-7.004645933,1.37,0.853239794,0.117,0.879,0.842,1,0.105,16.51959937,-14.21101359,0.55827248,236.1662867,-251.257889,1.37,0.986517173,0.061,0.299,0.701,1,0.023,-10.04008827,-16.12587346,263.8351755,-46.0495057,-648.655029,1.37,0.99219544,0.871,0.894,0.136,1,0.102,-41.9650788,12.22612218,NA,NA,0.382,0.204,0.162,0.136,0.134,0.104,0.078,0.06,0.09,0.048,0.064,-41.9650788,12.22612218,NA,NA,0.382,0.204,0.162,0.136,0.134,0.104,0.078,0.06,0.09,0.048,0.064,23.96907664,1.930974849,NA,NA,0.468,0.248,0.132,0.114,0.118,0.128,0.098,0.094
2013-06-01,8.025461909,-2.715976291,-4.408789903,1.37,0.822582517,0.21,0.375,0.662,1,0.281,-16.84585561,13.05225171,1.05764128,-1.361710113,-3.781980527,1.37,0.67988828,0.084,0.128,0.103,1,0.426,-55.68217202,-43.79872824,2.983415906,-1.876237293,-7.829993158,1.37,0.905825053,0.412,0.573,0.59,1,0.436,18.3352406,-16.75100825,1.153939117,238.2278382,-253.5844472,1.37,0.990380194,0.352,0.312,0.688,1,0.095,10.74392423,-20.90635937,312.2656182,-45.66439263,-751.9620614,1.37,0.993215399,1,0.884,0.004,1,0.131,-53.28241479,15.01262003,NA,NA,0.452,0.712,0.728,0.72,0.72,0.704,0.668,0.528,0.372,0.338,0.328,-53.28241479,15.01262003,NA,NA,0.452,0.712,0.728,0.72,0.72,0.704,0.668,0.528,0.372,0.338,0.328,26.16158567,0.98931723,NA,NA,0.7,0.498,0.332,0.326,0.308,0.272,0.248,0.232
2013-07-01,8.498055288,-3.200858179,-4.424258014,1.37,0.916036394,0.332,0.189,0.65,1,0.418,8.641817042,-8.894033097,1.761481489,-1.440568813,-3.926287163,1.37,0.719590451,0.229,0.134,0.114,1,0.439,-15.27263379,-35.8756737,3.348914731,-2.234780553,-8.281623229,1.37,0.94394797,0.473,0.485,0.481,1,0.603,20.23706537,-18.9012582,1.69803728,242.088568,-258.0052172,1.37,0.999944798,0.467,0.317,0.683,1,0.934,17.25762446,-13.64747588,321.5002977,-109.1294207,-574.1028718,1.37,0.981127827,0.992,0.324,0.227,1,0.011,-55.53144465,17.0319247,NA,NA,0.476,0.684,0.696,0.7,0.72,0.704,0.7,0.69,0.666,0.612,0.638,-55.53144465,17.0319247,NA,NA,0.476,0.684,0.696,0.7,0.72,0.704,0.7,0.69,0.666,0.612,0.638,25.97770073,1.639399746,NA,NA,0.646,0.516,0.346,0.372,0.366,0.332,0.312,0.304
2013-08-01,8.758730671,-3.44185861,-5.035843502,1.37,0.898758165,0.481,0.148,0.422,1,0.363,16.31164936,-15.51995708,1.632062138,-1.322025672,-3.575910989,1.37,0.732933833,0.235,0.163,0.151,1,0.478,15.73413438,-39.88326043,3.466184969,-2.248693346,-8.909194377,1.37,0.940663107,0.51,0.473,0.357,1,0.607,32.209514,-27.28916706,1.578503094,211.7322827,-227.5585209,1.37,0.997609008,0.466,0.26,0.743,1,0.463,20.4401932,-17.73367722,322.1458667,-106.2147012,-537.4190726,1.37,0.989980003,0.985,0.373,0.257,1,0.021,-48.23135231,12.79500068,NA,NA,0.586,0.552,0.428,0.344,0.306,0.33,0.328,0.288,0.278,0.278,0.288,-48.23135231,12.79500068,NA,NA,0.586,0.552,0.428,0.344,0.306,0.33,0.328,0.288,0.278,0.278,0.288,24.39533093,1.52509837,NA,NA,0.612,0.402,0.216,0.23,0.23,0.162,0.098,0.09
2013-09-01,9.114299991,-4.01181215,-3.848565114,1.37,0.948346542,0.665,0.019,0.796,1,0.601,22.15371371,-21.9360324,2.001039221,-1.466832568,-3.921190608,1.37,0.752462557,0.393,0.14,0.132,1,0.561,21.30347731,-45.00771261,3.632312902,-2.539242489,-8.704192088,1.37,0.961618731,0.56,0.391,0.435,1,0.74,37.72863918,-33.6327851,1.689051141,93.9750117,-107.4278833,1.37,0.998859194,0.492,0.136,0.866,1,0.645,22.43785525,-22.54769509,337.8816119,-111.6591568,-528.8085078,1.37,0.990775197,0.983,0.287,0.283,1,0.044,-51.58550027,17.07080836,NA,NA,0.302,0.696,0.688,0.688,0.694,0.7,0.676,0.608,0.528,0.436,0.46,-51.58550027,17.07080836,NA,NA,0.302,0.696,0.688,0.688,0.694,0.7,0.676,0.608,0.528,0.436,0.46,24.46740414,2.842200474,NA,NA,0.51,0.286,0.286,0.358,0.356,0.328,0.368,0.378
2013-10-01,8.441877235,-3.331614819,-3.542997775,1.37,0.908322233,0.318,0.205,0.874,1,0.411,16.59759042,-18.09169545,1.785226843,-1.240845872,-3.369368952,1.37,0.724571974,0.271,0.253,0.223,1,0.4,22.64693286,-35.67195642,3.519460427,-2.3332165,-8.982711475,1.37,0.941020142,0.533,0.434,0.349,1,0.615,31.62939829,-31.14542845,1.527789177,106.2402285,-119.9687229,1.37,0.991428822,0.466,0.161,0.841,1,0.114,25.99408576,-26.75287635,301.1052691,-113.5908992,-548.0176287,1.37,0.989599714,0.933,0.253,0.262,1,0.023,-51.62641263,13.09018494,NA,NA,0.742,0.716,0.678,0.656,0.674,0.606,0.478,0.414,0.4,0.384,0.394,-51.62641263,13.09018494,NA,NA,0.742,0.716,0.678,0.656,0.674,0.606,0.478,0.414,0.4,0.384,0.394,21.82568603,2.543078011,NA,NA,0.294,0.134,0.114,0.076,0.036,0.03,0.03,0.034
2013-11-01,8.529992144,-3.297777382,-4.418637994,1.37,0.874678438,0.379,0.219,0.683,1,0.321,16.10845336,-17.74467572,1.78710118,-1.239687381,-3.3252415,1.37,0.746517676,0.28,0.269,0.249,1,0.544,21.64326446,-22.19543554,3.43567188,-2.196464543,-8.95870283,1.37,0.934250089,0.51,0.482,0.37,1,0.578,31.21515587,-29.8110736,1.513069631,106.0524502,-120.229838,1.37,0.991463731,0.469,0.174,0.827,1,0.12,26.54675426,-27.99025028,284.9794833,-106.751009,-551.941621,1.37,0.991907318,0.885,0.402,0.259,1,0.078,-41.85331948,14.00583263,NA,NA,0.238,0.354,0.188,0.198,0.162,0.148,0.166,0.156,0.17,0.16,0.222,-41.85331948,14.00583263,NA,NA,0.238,0.354,0.188,0.198,0.162,0.148,0.166,0.156,0.17,0.16,0.222,21.61137305,2.420038033,NA,NA,0.316,0.206,0.112,0.064,0.072,0.054,0.036,0.028
2013-12-01,8.955862919,-3.742085955,-4.27974063,1.37,0.926641236,0.641,0.084,0.746,1,0.532,18.7018356,-20.45073739,1.819866689,-1.303104772,-3.468930089,1.37,0.758581127,0.316,0.222,0.22,1,0.558,21.52003799,-15.98552651,3.649739176,-2.267588969,-9.672428912,1.37,0.933107855,0.607,0.435,0.188,1,0.577,30.92719675,-27.10401141,1.745165569,82.2782108,-97.1294358,1.37,0.995404296,0.552,0.149,0.853,1,0.325,25.67448322,-28.52579786,305.9468182,-115.4725644,-549.277252,1.37,0.987934477,0.929,0.245,0.275,1,0.011,-39.49521979,17.06242501,NA,NA,0.068,0.072,0.108,0.142,0.212,0.248,0.238,0.202,0.236,0.246,0.288,-39.49521979,17.06242501,NA,NA,0.068,0.072,0.108,0.142,0.212,0.248,0.238,0.202,0.236,0.246,0.288,21.16830945,1.753410644,NA,NA,0.512,0.182,0.024,0.062,0.054,0.042,0.04,0.032
2014-01-01,8.747230389,-3.453701254,-3.462323053,1.37,0.882920508,0.525,0.216,0.943,1,0.35,19.67658842,-21.27664034,1.809138141,-1.303372038,-3.402156895,1.37,0.78847029,0.31,0.232,0.249,1,0.629,22.35471944,-12.44558614,3.930274985,-2.643134474,-9.665082303,1.37,0.962098871,0.704,0.277,0.199,1,0.811,30.71292788,-26.22113961,1.727187687,-26.56399848,15.2690895,1.37,0.98101576,0.552,0.032,0.971,1,0.005,23.83561386,-28.23002713,296.3801221,-114.8250052,-530.0031822,1.37,0.988242619,0.899,0.249,0.325,1,0.016,-41.96038567,15.51113604,NA,NA,0.294,0.092,0.146,0.198,0.254,0.304,0.322,0.328,0.366,0.412,0.472,-41.96038567,15.51113604,NA,NA,0.294,0.092,0.146,0.198,0.254,0.304,0.322,0.328,0.366,0.412,0.472,21.54309672,3.30393764,NA,NA,0.114,0.256,0.276,0.25,0.236,0.154,0.134,0.114
2014-02-01,9.229268514,-3.92380017,-0.379099272,1.37,0.96318544,0.807,0.044,1,1,0.713,19.4749943,-20.55594737,2.320087399,-1.109320388,-2.807521202,1.37,0.823535971,0.53,0.51,0.503,1,0.69,22.55134057,11.70707911,3.511711803,-2.389444021,-8.694603275,1.37,0.95494463,0.544,0.375,0.485,1,0.741,28.36976467,-25.92988024,1.434092503,-50.36007258,39.25834115,1.37,0.984240787,0.453,0.025,0.976,1,0.03,19.24188503,-28.23085738,339.3227993,-102.1231744,-600.0045049,1.37,0.991919142,0.983,0.482,0.248,1,0.109,-55.20898231,15.03705242,NA,NA,0.676,0.93,0.918,0.894,0.88,0.87,0.854,0.824,0.73,0.618,0.728,-55.20898231,15.03705242,NA,NA,0.676,0.93,0.918,0.894,0.88,0.87,0.854,0.824,0.73,0.618,0.728,21.74719763,1.42385249,NA,NA,0.696,0.358,0.228,0.172,0.144,0.102,0.09,0.072
2014-03-01,8.958525884,-3.426087019,-0.978700688,1.37,0.95505299,0.674,0.263,0.985,1,0.678,18.87946542,-18.51927123,2.086123821,-0.94715493,-2.391929608,1.37,0.827196713,0.498,0.687,0.842,1,0.69,24.97958516,16.8333937,3.492224492,-2.340546549,-8.659113932,1.37,0.956243155,0.535,0.393,0.493,1,0.767,23.90036467,-21.88524588,1.408143788,-32.98919171,21.59226143,1.37,0.986914962,0.45,0.04,0.962,1,0.06,15.16233988,-29.01600296,307.8726552,-105.2708416,-589.1424368,1.37,0.991846498,0.888,0.427,0.276,1,0.104,-43.26172195,16.7403835,NA,NA,0.158,0.236,0.338,0.406,0.458,0.408,0.386,0.382,0.398,0.398,0.43,-43.26172195,16.7403835,NA,NA,0.158,0.236,0.338,0.406,0.458,0.408,0.386,0.382,0.398,0.398,0.43,19.63079881,1.762335906,NA,NA,0.38,0.168,0.038,0.034,0.018,0.024,0.03,0.028
2014-04-01,8.957255183,-3.389538198,-2.299107067,1.37,0.979701461,0.681,0.287,0.96,1,0.855,16.88486492,-14.17434437,1.851247926,-0.79617211,-2.039794475,1.37,0.816938868,0.373,0.932,0.973,1,0.659,21.9425611,27.0173259,3.542889361,-2.568613669,-8.040766934,1.37,0.975343413,0.576,0.268,0.561,1,0.966,18.3246378,-18.30365157,1.300520673,-63.4855761,55.19896777,1.37,0.972510964,0.424,0.02,0.983,1,0.006,-18.58029763,-29.20479198,300.9713256,-99.79611544,-606.7141751,1.37,0.991667626,0.859,0.531,0.235,1,0.1,-41.91188042,15.13913303,NA,NA,0.238,0.246,0.26,0.24,0.23,0.288,0.274,0.256,0.288,0.298,0.336,-41.91188042,15.13913303,NA,NA,0.238,0.246,0.26,0.24,0.23,0.288,0.274,0.256,0.288,0.298,0.336,19.80672131,1.528952944,NA,NA,0.524,0.232,0.06,0.06,0.058,0.044,0.036,0.036
2014-05-01,8.955702995,-3.286500531,-2.169934482,1.37,0.951475647,0.686,0.335,0.961,1,0.668,13.58842033,9.939565055,1.716272044,-0.619452435,-1.601570561,1.37,0.803683684,0.254,0.99,0.99,1,0.606,-16.79381963,43.27267569,3.458360481,-2.53117205,-7.851174281,1.37,0.976300606,0.524,0.288,0.596,1,0.984,-14.01659194,-14.83834237,1.210499934,-185.2786114,176.427324,1.37,0.988264631,0.387,0.001,1,1,0.113,-27.20933419,-28.58930768,269.5246215,-113.0071857,-475.8972729,1.37,0.989100466,0.678,0.289,0.462,1,0.044,-35.67270603,15.17463095,NA,NA,0.1,0.002,0.002,0.002,0.002,0.002,0.002,0.018,0.018,0.004,0.062,-35.67270603,15.17463095,NA,NA,0.1,0.002,0.002,0.002,0.002,0.002,0.002,0.018,0.018,0.004,0.062,16.26662253,2.783340239,NA,NA,0.052,0.032,0.004,0.006,0.004,0.002,0.002,0.002
2014-06-01,8.864196681,-3.225249816,-2.321173183,1.37,0.921700354,0.632,0.359,0.939,1,0.531,-10.08712999,15.79028528,1.697824653,-0.758954711,-1.89594679,1.37,0.845577069,0.254,0.952,0.966,1,0.69,-33.18217726,37.35104185,3.26156969,-2.31942815,-7.618555214,1.37,0.97006333,0.467,0.398,0.672,1,0.923,-21.47302063,-9.377276672,1.044666362,-56.82893518,47.359212,1.37,0.979158138,0.293,0.041,0.96,1,0.023,-35.66580185,-32.04145767,248.96939,-111.6158246,-434.4845468,1.37,0.989726802,0.508,0.331,0.546,1,0.071,-36.51017815,12.56389432,NA,NA,0.152,0.228,0.128,0.066,0.046,0.04,0.032,0.028,0.024,0.024,0.014,-36.51017815,12.56389432,NA,NA,0.152,0.228,0.128,0.066,0.046,0.04,0.032,0.028,0.024,0.024,0.014,18.50446342,0.860037531,NA,NA,0.654,0.244,0.056,0.054,0.024,0.024,0.028,0.032
2014-07-01,8.821217339,-2.997526835,-2.386901048,1.37,0.930959334,0.608,0.501,0.921,1,0.571,-8.52543231,13.86773615,1.702746487,-0.823922268,-2.045277384,1.37,0.854200853,0.262,0.906,0.955,1,0.674,-19.22976993,29.80959489,3.295699825,-2.432704087,-7.319391887,1.37,0.975577342,0.471,0.321,0.78,1,0.963,-22.89609762,-7.504780036,1.032696932,-79.17046205,70.01625909,1.37,0.978278776,0.283,0.045,0.956,1,0.028,-38.88520476,-32.09866937,256.1765936,-112.1036723,-449.0049355,1.37,0.98951229,0.57,0.315,0.523,1,0.071,-33.98191957,11.79701574,NA,NA,0.164,0.068,0.032,0.024,0.022,0.012,0.006,0.002,0.002,0.004,0.002,-33.98191957,11.79701574,NA,NA,0.164,0.068,0.032,0.024,0.022,0.012,0.006,0.002,0.002,0.004,0.002,14.2636042,2.500660347,NA,NA,0.074,0.002,0.004,0.002,0.002,0.002,0.002,0.002
2014-08-01,8.716100563,-2.726204249,-2.448778048,1.37,0.90795648,0.531,0.607,0.896,1,0.459,-11.86046761,20.30378641,1.781971933,-0.823982968,-2.040173714,1.37,0.856236878,0.351,0.889,0.935,1,0.663,-15.5867406,30.05163643,3.326303208,-2.594945846,-6.8985717,1.37,0.985849405,0.494,0.183,0.855,1,0.999,-27.2235987,-8.803601884,0.942588446,-49.65262869,42.08050033,1.37,0.963708516,0.259,0.082,0.922,1,0.008,-47.04917224,-23.9230914,274.1015676,-110.349112,-488.6778639,1.37,0.988930177,0.699,0.364,0.45,1,0.056,-32.43102288,12.42272682,NA,NA,0.022,0.116,0.084,0.058,0.03,0.022,0.016,0.012,0.012,0.01,0.012,-32.43102288,12.42272682,NA,NA,0.022,0.116,0.084,0.058,0.03,0.022,0.016,0.012,0.012,0.01,0.012,15.53283306,3.322939555,NA,NA,0.124,0.036,0.04,0.066,0.074,0.088,0.096,0.096
2014-09-01,8.262716798,-2.198664219,-2.264581914,1.37,0.823673282,0.261,0.842,0.933,1,0.28,-14.9506487,26.35824835,1.736283521,-0.770015683,-1.894888865,1.37,0.860472965,0.299,0.938,0.947,1,0.664,-12.52654428,27.97499223,3.071399749,-2.38078411,-6.434709635,1.37,0.985197386,0.442,0.361,0.94,1,0.995,-34.79636826,-6.876491435,0.786723991,-21.98673387,15.84356545,1.37,0.933631872,0.198,0.127,0.882,1,0.001,-57.16134954,15.81228367,252.6436135,-118.2397478,-449.9572862,1.37,0.963864019,0.49,0.179,0.551,1,0.005,-31.32945962,13.17643368,NA,NA,0.03,0.008,0.004,0.03,0.046,0.058,0.03,0.042,0.036,0.032,0.022,-31.32945962,13.17643368,NA,NA,0.03,0.008,0.004,0.03,0.046,0.058,0.03,0.042,0.036,0.032,0.022,17.2847464,1.890681848,NA,NA,0.442,0.214,0.138,0.138,0.136,0.13,0.136,0.14
2014-10-01,8.891821174,-3.177377006,-2.907463441,1.37,0.964214891,0.692,0.404,0.841,1,0.761,-15.98808084,23.15845969,1.815543082,-0.929873484,-2.231161633,1.37,0.881824542,0.441,0.679,0.851,1,0.746,13.90188015,20.63418296,3.235082051,-2.622644274,-6.364063706,1.37,0.989808668,0.492,0.173,0.952,1,0.996,-31.53933097,-9.313754089,1.06379915,2.791901184,-8.617809788,1.37,0.946086612,0.36,0.18,0.83,1,0.007,-40.80605811,20.80944809,283.4403199,-126.8316654,-488.9949501,1.37,0.988013304,0.765,0.129,0.456,1,0.065,-36.73869237,11.79292738,NA,NA,0.33,0.29,0.244,0.192,0.208,0.188,0.188,0.172,0.156,0.156,0.142,-36.73869237,11.79292738,NA,NA,0.33,0.29,0.244,0.192,0.208,0.188,0.188,0.172,0.156,0.156,0.142,20.90345706,1.845286774,NA,NA,0.746,0.542,0.498,0.418,0.384,0.398,0.4,0.406
2014-11-01,8.38529581,-2.558814903,-3.079138324,1.37,0.928580855,0.278,0.718,0.811,1,0.598,-16.681112,23.05762009,1.76779162,-0.830840052,-1.981603255,1.37,0.888270721,0.34,0.858,0.929,1,0.766,14.57355334,15.46444422,3.049479345,-2.406191782,-6.253304941,1.37,0.984857129,0.453,0.366,0.961,1,0.968,-37.75415829,4.363232516,0.994337653,70.21387312,-76.95557041,1.37,0.966790383,0.321,0.302,0.705,1,0.061,-40.48003825,26.68185997,253.7749227,-117.6572872,-443.4222631,1.37,0.974684678,0.47,0.19,0.598,1,0.033,-33.99331683,11.54946974,NA,NA,0.256,0.18,0.124,0.134,0.14,0.132,0.1,0.086,0.08,0.102,0.046,-33.99331683,11.54946974,NA,NA,0.256,0.18,0.124,0.134,0.14,0.132,0.1,0.086,0.08,0.102,0.046,22.03006487,0.393292935,NA,NA,0.918,0.804,0.6,0.552,0.536,0.436,0.376,0.318
2014-12-01,7.980877297,-2.105667092,-2.719090111,1.37,0.836773698,0.207,0.91,0.841,1,0.285,-20.9110672,25.71399968,1.796926765,-0.736396486,-1.691096611,1.37,0.912827541,0.43,0.959,0.974,1,0.905,14.38772163,12.86877855,2.838612095,-2.209506146,-5.846024187,1.37,0.981063926,0.375,0.508,0.998,1,0.931,-43.36296242,5.629248774,0.912538566,96.4470554,-102.7491502,1.37,0.968539729,0.274,0.354,0.656,1,0.079,-34.46640728,28.78279919,247.6183015,-132.029326,-454.74541,1.37,0.982815024,0.39,0.108,0.585,1,0.069,-34.57319425,11.61603887,NA,NA,0.314,0.13,0.134,0.146,0.158,0.212,0.204,0.162,0.15,0.136,0.064,-34.57319425,11.61603887,NA,NA,0.314,0.13,0.134,0.146,0.158,0.212,0.204,0.162,0.15,0.136,0.064,24.65300001,0.320622275,NA,NA,0.982,0.938,0.802,0.864,0.822,0.73,0.628,0.56
2015-01-01,8.393991458,-2.686893517,-2.103562023,1.37,0.925577192,0.301,0.641,0.952,1,0.604,-22.95804707,23.54823705,1.826953198,-0.554746084,-1.20905751,1.37,0.916794367,0.531,0.999,1,1,0.933,14.02420416,27.77027626,2.730344359,-2.343080293,-4.509581438,1.37,0.991708054,0.28,0.42,0.996,1,0.995,-44.16649959,7.135571189,0.800663098,116.7965447,-120.5473634,1.37,0.957850251,0.214,0.393,0.618,1,0.06,-30.53151501,34.16086562,280.5548915,-100.1901874,-576.0450257,1.37,0.99190851,0.723,0.552,0.322,1,0.288,-42.08531836,13.364736,NA,NA,0.532,0.372,0.578,0.612,0.632,0.63,0.632,0.502,0.402,0.342,0.332,-42.08531836,13.364736,NA,NA,0.532,0.372,0.578,0.612,0.632,0.63,0.632,0.502,0.402,0.342,0.332,25.05734193,3.109238669,NA,NA,0.518,0.894,0.99,0.976,0.982,0.956,0.862,0.796
2015-02-01,7.369355989,-1.594494164,-1.761551104,1.37,0.792755993,0.041,0.985,0.963,1,0.233,-24.54235355,25.0387208,1.785262974,-0.296545895,-0.652666678,1.37,0.93126977,0.419,0.999,0.999,1,0.997,11.77066386,40.40493154,2.185862177,-1.783063992,-4.064919419,1.37,0.979269573,0.014,0.603,0.996,1,0.867,-34.86038797,11.80889341,0.449688974,139.8196709,-144.6922259,1.37,0.93051533,0.022,0.432,0.575,1,0.019,-30.84269359,37.74114902,306.1460766,-17.81982032,-733.0947062,1.37,0.987942184,0.869,0.97,0.024,1,0.103,-41.05454957,13.49611909,NA,NA,0.376,0.582,0.564,0.538,0.5,0.526,0.442,0.378,0.354,0.37,0.346,-41.05454957,13.49611909,NA,NA,0.376,0.582,0.564,0.538,0.5,0.526,0.442,0.378,0.354,0.37,0.346,32.74818543,1.008499562,NA,NA,0.98,0.98,0.982,0.984,0.988,0.996,0.998,0.998
2015-03-01,8.058159932,-2.316093734,-2.356210057,1.37,0.928604,0.255,0.787,0.858,1,0.664,-24.70335433,23.53719211,1.808843085,-0.272735866,-0.610365243,1.37,0.930535688,0.501,0.999,0.999,1,0.986,13.46263563,51.85569471,2.570313394,-2.21635194,-4.333040286,1.37,0.989016148,0.204,0.476,0.976,1,0.965,-37.36419934,13.31138347,0.588755967,119.1423042,-123.9951177,1.37,0.934313087,0.099,0.392,0.617,1,0.036,-29.56564937,37.69850295,281.6056696,-132.7385774,-529.7277183,1.37,0.991820934,0.702,0.106,0.452,1,0.32,-40.43311021,13.75038924,NA,NA,0.31,0.482,0.488,0.54,0.524,0.462,0.418,0.408,0.362,0.352,0.33,-40.43311021,13.75038924,NA,NA,0.31,0.482,0.488,0.54,0.524,0.462,0.418,0.408,0.362,0.352,0.33,26.98789679,1.455516377,NA,NA,0.936,0.93,0.904,0.912,0.904,0.934,0.938,0.93
2015-04-01,8.3450649,-2.637750151,-2.717158974,1.37,0.967646415,0.337,0.606,0.772,1,0.881,-18.80740699,15.88135417,1.695752231,-0.174114878,-0.449141735,1.37,0.783226044,0.255,0.997,0.997,1,0.478,8.906963483,65.39938855,2.476731748,-2.015180145,-4.453177494,1.37,0.978729211,0.153,0.52,0.948,1,0.823,-37.28393959,13.91170124,0.693687414,70.79904275,-77.06107467,1.37,0.975713427,0.193,0.3,0.705,1,0.193,-25.97387869,24.61091145,300.098365,-138.1391819,-543.4785213,1.37,0.992923706,0.835,0.091,0.422,1,0.457,-51.94102004,12.03498051,NA,NA,0.922,0.906,0.87,0.864,0.856,0.834,0.86,0.864,0.872,0.884,0.854,-51.94102004,12.03498051,NA,NA,0.922,0.906,0.87,0.864,0.856,0.834,0.86,0.864,0.872,0.884,0.854,35.1198333,-0.408863492,NA,NA,0.966,0.976,0.988,0.984,1,0.996,0.996,0.996
2015-05-01,8.563062679,-2.800788351,-3.040001683,1.37,0.970203328,0.479,0.514,0.705,1,0.903,13.90280424,-12.95981705,1.582060102,-0.81190574,-1.790148904,1.37,0.940081906,0.216,0.771,0.858,1,1,-12.95861109,21.05842428,2.658566944,-2.188766474,-4.926376343,1.37,0.976426642,0.292,0.463,0.907,1,0.781,-36.06113837,16.80626664,0.693700807,11.30048065,-18.15638944,1.37,0.964127972,0.214,0.181,0.822,1,0.146,-24.25419642,19.05369753,300.8460707,-140.4346585,-539.1008949,1.37,0.993143915,0.831,0.083,0.442,1,0.504,-47.90134077,16.97713853,NA,NA,0.316,0.766,0.832,0.808,0.788,0.846,0.85,0.85,0.824,0.8,0.76,-47.90134077,16.97713853,NA,NA,0.316,0.766,0.832,0.808,0.788,0.846,0.85,0.85,0.824,0.8,0.76,32.29170862,-0.293228676,NA,NA,0.934,0.956,0.932,0.936,0.898,0.888,0.876,0.872
2015-06-01,8.882286828,-3.149316788,-3.45611034,1.37,0.979340087,0.791,0.311,0.653,1,0.945,20.85715687,-19.33836884,1.832578025,-1.129750129,-2.482504133,1.37,0.945025909,0.634,0.395,0.605,1,0.995,-10.3483728,-14.42835701,2.779384106,-2.283374784,-5.166196987,1.37,0.973952756,0.414,0.388,0.895,1,0.736,-22.67753183,13.32151041,0.911152448,5.932443327,-12.79880274,1.37,0.959094249,0.383,0.188,0.816,1,0.128,-14.23541453,-11.91508221,296.6450981,-148.0324582,-524.5199804,1.37,0.993141803,0.791,0.035,0.513,1,0.522,-46.23285038,14.41297503,NA,NA,0.506,0.732,0.73,0.778,0.794,0.778,0.746,0.658,0.56,0.532,0.478,-46.23285038,14.41297503,NA,NA,0.506,0.732,0.73,0.778,0.794,0.778,0.746,0.658,0.56,0.532,0.478,32.95331914,0.310381775,NA,NA,0.942,0.91,0.894,0.904,0.888,0.914,0.922,0.934
